"school_id","school_name","activity_name","alg","level_of_play","event_date","event_time","score","event_name","location","source_activity_url","matchup_link","address"
"522","Helias High School","Soccer Boys","33","Varsity","8/20","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=522&alg=33","https://www.mshsaa.org/MySchool/Tournament.aspx?s=522&alg=33&tournament=583345","1120 Mrytle Ave Jefferson City, MO 65109"
"569","Missouri Military Academy","Soccer Boys","33","Varsity","8/20","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=569&alg=33","https://www.mshsaa.org/MySchool/Tournament.aspx?s=569&alg=33&tournament=583463","Jefferson City, MO"
"132","Moberly High School","Soccer Boys","33","Varsity","8/20","","","Helias / Southern Boone / MMA / Moberly Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=132&alg=33","https://www.mshsaa.org/MySchool/Tournament.aspx?s=132&alg=33&tournament=583462","Jefferson City, MO"
"2","Southern Boone High School","Soccer Boys","33","Varsity","8/20","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=2&alg=33","https://www.mshsaa.org/MySchool/Tournament.aspx?s=2&alg=33&tournament=583346","Jefferson City, MO"
"953","Battle High School","Football","19","Varsity","8/21","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=953&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=953&alg=19&tournament=556218","Hillsboro, MO"
"217","Blair Oaks High School","Football","19","Varsity","8/21","6:00 pm","","Blair Oaks Football Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=217&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=217&alg=19&tournament=585863","Jefferson City, MO"
"217","Blair Oaks High School","Softball Fall Season","38","Varsity","8/21","","","Softball Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=217&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=217&alg=38&tournament=545733","Jefferson City, MO"
"16","Boonville High School","Football","19","Varsity","8/21","","","Moberly Football Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=16&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=16&alg=19&tournament=596997","Moberly, MO"
"582","California High School","Football","19","Varsity","8/21","7:00 pm","","California Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=582&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=582&alg=19&tournament=542698","California, MO"
"1540","Capital City High School","Football","19","Varsity","8/21","6:00 pm","","Festus-Hickman - Capital City - Jackson","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=1540&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=1540&alg=19&tournament=543699","Festus, MO"
"1540","Capital City High School","Soccer Boys","33","Varsity","8/21","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=1540&alg=33","https://www.mshsaa.org/MySchool/Tournament.aspx?s=1540&alg=33&tournament=552825","Sedalia, MO"
"1540","Capital City High School","Softball Fall Season","38","Varsity","8/21","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=1540&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=1540&alg=38&tournament=543814","Jefferson City, MO"
"53","Centralia High School","Football","19","Varsity","8/21","","","Moberly Football Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=53&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=53&alg=19&tournament=529437","Moberly, MO"
"278","Eldon High School","Football","19","Varsity","8/21","6:00 pm","","Warsaw Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=278&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=278&alg=19&tournament=584668","Warsaw, MO"
"917","Father Tolton","Football","19","Varsity","8/21","","","California Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=917&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=917&alg=19&tournament=570457","California, MO"
"917","Father Tolton","Soccer Boys","33","Varsity","8/21","5:00 pm","","Hannibal Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=917&alg=33","https://www.mshsaa.org/MySchool/Tournament.aspx?s=917&alg=33&tournament=582954",""
"294","Fayette High School","Football","19","Varsity","8/21","","","Fayette Pre-Season Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=294&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=294&alg=19&tournament=548393","Fayette, MO"
"80","Fulton High School","Football","19","Varsity","8/21","","","Owensville Preseason Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=80&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=80&alg=19&tournament=552194","Owensville, MO"
"80","Fulton High School","Soccer Boys","33","Varsity","8/21","","","Hannibal Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=80&alg=33","https://www.mshsaa.org/MySchool/Tournament.aspx?s=80&alg=33&tournament=549737","Fulton, MO"
"311","Hallsville High School","Football","19","Varsity","8/21","","","Moberly Football Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=311&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=311&alg=19&tournament=596583","Moberly, MO"
"313","Harrisburg High School","Football","19","Varsity","8/21","","","Fayette Pre-Season Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=313&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=313&alg=19&tournament=508619","Fayette, MO"
"522","Helias High School","Football","19","Varsity","8/21","","","Blair Oaks Football Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=522&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=522&alg=19&tournament=544802",""
"522","Helias High School","Softball Fall Season","38","Varsity","8/21","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=522&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=522&alg=38&tournament=565726",""
"85","Hickman High School","Football","19","Varsity","8/21","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=85&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=85&alg=19&tournament=562196","Troy, MO"
"84","Jefferson City High School","Football","19","Varsity","8/21","7:00 pm","","Jamboree/Tipton & Southern Boone","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=84&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=84&alg=19&tournament=573428","Jefferson City, MO"
"84","Jefferson City High School","Soccer Boys","33","Varsity","8/21","","","Jamboree at Smith Cotton","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=84&alg=33","https://www.mshsaa.org/MySchool/Tournament.aspx?s=84&alg=33&tournament=553906","Sedalia, MO"
"84","Jefferson City High School","Softball Fall Season","38","Varsity","8/21","","","Cap City Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=84&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=84&alg=38&tournament=547665",""
"360","Marshall High School","Football","19","Varsity","8/21","","","California Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=360&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=360&alg=19&tournament=568899","California, MO"
"128","Mexico High School","Football","19","Varsity","8/21","","","Monroe City Football Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=128&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=128&alg=19&tournament=592257","Monroe City, MO"
"128","Mexico High School","Soccer Boys","33","Varsity","8/21","","","Hannibal Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=128&alg=33","https://www.mshsaa.org/MySchool/Tournament.aspx?s=128&alg=33&tournament=584283","Hannibal, MO"
"132","Moberly High School","Football","19","Varsity","8/21","6:00 pm","","Moberly Football Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=132&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=132&alg=19&tournament=596564","Moberly, MO"
"139","North Callaway High School","Football","19","Varsity","8/21","","","Fayette Pre-Season Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=139&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=139&alg=19&tournament=532580","Fayette, MO"
"152","Osage High School","Football","19","Varsity","8/21","6:00 pm","","Smith Cotton Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=152&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=152&alg=19&tournament=586433","Sedalia, MO"
"430","Russellville High School","Football","19","Varsity","8/21","","","Owensville Preseason Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=430&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=430&alg=19&tournament=551601","Owensville, MO"
"431","Salisbury High School","Football","19","Varsity","8/21","","","Fayette Pre-Season Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=431&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=431&alg=19&tournament=592218","Fayette, MO"
"194","Smith-Cotton High School","Football","19","Varsity","8/21","6:00 pm","","Smith-Cotton/Osage/Harrisonville Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=194&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=194&alg=19&tournament=556698","Sedalia, MO"
"194","Smith-Cotton High School","Soccer Boys","33","Varsity","8/21","9:00 am","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=194&alg=33","https://www.mshsaa.org/MySchool/Tournament.aspx?s=194&alg=33&tournament=554902","Sedalia, MO"
"197","South Callaway High School","Football","19","Varsity","8/21","","","Owensville Preseason Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=197&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=197&alg=19&tournament=555354","Owensville, MO"
"2","Southern Boone High School","Football","19","Varsity","8/21","","","Jamboree/Tipton & Southern Boone","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=2&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=2&alg=19&tournament=573523","Jefferson City, MO"
"474","Tipton High School","Football","19","Varsity","8/21","","","Jamboree/Tipton & Southern Boone","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=474&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=474&alg=19&tournament=573431","Jefferson City, MO"
"485","Versailles High School","Football","19","Varsity","8/21","6:00 pm","","Versailles Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=485&alg=19","https://www.mshsaa.org/MySchool/Tournament.aspx?s=485&alg=19&tournament=588432","913 West Newton Street Versailles, MO 65084"
"128","Mexico High School","Softball Fall Season","38","Varsity","8/22","","","Softball Jamboree @ Mexico","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=128&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=128&alg=38&tournament=554935","639 N. Wade St. Mexico, MO 65265"
"132","Moberly High School","Softball Fall Season","38","Varsity","8/22","","","Salisbury Softball Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=132&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=132&alg=38&tournament=541930","Salisbury, MO"
"431","Salisbury High School","Softball Fall Season","38","Varsity","8/22","9:00 am","","Salisbury Softball Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=431&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=431&alg=38&tournament=541921","29663 MO-129 Salisbury, MO 65281"
"582","California High School","Softball Fall Season","38","Varsity","8/24","4:00 pm","","California Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=582&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=582&alg=38&tournament=542704","California, MO"
"311","Hallsville High School","Volleyball Girls","57","Varsity","8/24","","","Mexico Volleyball Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=311&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=311&alg=57&tournament=552632","Mexico, MO"
"85","Hickman High School","Softball Fall Season","38","Varsity","8/24","","","Montgomery County Preseason Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=85&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=85&alg=38&tournament=578790","Montgomery City, MO"
"128","Mexico High School","Volleyball Girls","57","Varsity","8/24","","","Mexico Volleyball Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=128&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=128&alg=57&tournament=551162","Mexico, MO"
"152","Osage High School","Soccer Boys","33","Varsity","8/24","","","Jamboree @ Fatima","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=152&alg=33","https://www.mshsaa.org/MySchool/Tournament.aspx?s=152&alg=33&tournament=566666","Jefferson City, MO"
"430","Russellville High School","Softball Fall Season","38","Varsity","8/24","","","California Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=430&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=430&alg=38&tournament=542285","California, MO"
"953","Battle High School","Softball Fall Season","38","Varsity","8/25","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=953&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=953&alg=38&tournament=587100","Columbia, MO"
"953","Battle High School","Volleyball Girls","57","Varsity","8/25","5:00 pm","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=953&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=953&alg=57&tournament=589118","Columbia, MO"
"953","Battle High School","Volleyball Girls","57","Varsity","⤷ 8/25","TBD","","California","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=953&alg=57","https://www.mshsaa.org/MySchool/Matchup.aspx?s=953&alg=57&comp=2766305","7575 St. Charles Road, Columbia, MO 65202"
"953","Battle High School","Volleyball Girls","57","Varsity","⤷ 8/25","TBD","","Fatima","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=953&alg=57","https://www.mshsaa.org/MySchool/Matchup.aspx?s=953&alg=57&comp=2766306","7575 St. Charles Road, Columbia, MO 65202"
"16","Boonville High School","Soccer Boys","33","Varsity","8/25","","","Smithton Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=16&alg=33","https://www.mshsaa.org/MySchool/Tournament.aspx?s=16&alg=33&tournament=547956","Smithton, MO"
"16","Boonville High School","Softball Fall Season","38","Varsity","8/25","","","Warrensburg Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=16&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=16&alg=38&tournament=587385",""
"16","Boonville High School","Volleyball Girls","57","Varsity","8/25","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=16&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=16&alg=57&tournament=552417","Centralia, MO"
"582","California High School","Volleyball Girls","57","Varsity","8/25","5:00 pm","","Battle/California/Fatima Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=582&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=582&alg=57&tournament=542692",""
"26","Camdenton High School","Soccer Boys","33","Varsity","8/25","","","Jambo","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=26&alg=33","https://www.mshsaa.org/MySchool/Tournament.aspx?s=26&alg=33&tournament=571175","Lebanon, MO"
"26","Camdenton High School","Softball Fall Season","38","Varsity","8/25","","","Jamboree: Marshfield, Webb City, Camdenton, Eldon","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=26&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=26&alg=38&tournament=550491","Marshfield, MO"
"53","Centralia High School","Softball Fall Season","38","Varsity","8/25","5:00 pm","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=53&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=53&alg=38&tournament=552265","Centralia, MO"
"53","Centralia High School","Volleyball Girls","57","Varsity","8/25","5:00 pm","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=53&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=53&alg=57&tournament=552319","Centralia, MO"
"1099","Christian Fellowship","Softball Fall Season","38","Varsity","8/25","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=1099&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=1099&alg=38&tournament=587228","Columbia, MO"
"1099","Christian Fellowship","Volleyball Girls","57","Varsity","8/25","","","Smithton Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=1099&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=1099&alg=57&tournament=582178","Smithton, MO"
"566","Columbia Independent","Volleyball Girls","57","Varsity","8/25","","","Smithton Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=566&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=566&alg=57&tournament=582356","Smithton, MO"
"278","Eldon High School","Softball Fall Season","38","Varsity","8/25","","","Jamboree: Marshfield, Webb City, Camdenton, Eldon","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=278&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=278&alg=38&tournament=545008","Marshfield, MO"
"278","Eldon High School","Volleyball Girls","57","Varsity","8/25","5:30 pm","","Eldon Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=278&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=278&alg=57&tournament=543784","Eldon, MO"
"917","Father Tolton","Softball Fall Season","38","Varsity","8/25","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=917&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=917&alg=38&tournament=559427","Centralia, MO"
"917","Father Tolton","Volleyball Girls","57","Varsity","8/25","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=917&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=917&alg=57&tournament=559138","Centralia, MO"
"294","Fayette High School","Softball Fall Season","38","Varsity","8/25","","","Harrisburg Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=294&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=294&alg=38&tournament=546200","Harrisburg, MO"
"80","Fulton High School","Softball Fall Season","38","Varsity","8/25","","","New Bloomfield Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=80&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=80&alg=38&tournament=574479","New Bloomfield, MO"
"80","Fulton High School","Volleyball Girls","57","Varsity","8/25","","","Eldon Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=80&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=80&alg=57&tournament=548109","Eldon, MO"
"302","Glasgow High School","Softball Fall Season","38","Varsity","8/25","","","Harrisburg Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=302&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=302&alg=38&tournament=542653","Harrisburg, MO"
"311","Hallsville High School","Softball Fall Season","38","Varsity","8/25","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=311&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=311&alg=38&tournament=587228","Columbia, MO"
"313","Harrisburg High School","Softball Fall Season","38","Varsity","8/25","5:00 pm","","Harrisburg Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=313&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=313&alg=38&tournament=542545","801 S. Harris St. Harrisburg, MO 65256"
"522","Helias High School","Volleyball Girls","57","Varsity","8/25","","","Jamboree (Hermann, Marshfield & Helias)","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=522&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=522&alg=57&tournament=572131","Jefferson City, MO"
"317","Higbee High School","Softball Fall Season","38","Varsity","8/25","","","New Franklin Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=317&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=317&alg=38&tournament=541347","New Franklin, MO"
"84","Jefferson City High School","Volleyball Girls","57","Varsity","8/25","5:30 pm","","Jamboree (Hermann, Marshfield & Helias)","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=84&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=84&alg=57&tournament=571694","Jefferson City, MO"
"360","Marshall High School","Softball Fall Season","38","Varsity","8/25","3:30 pm","","Warrensburg Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=360&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=360&alg=38&tournament=550530","Warrensburg, MO"
"139","North Callaway High School","Softball Fall Season","38","Varsity","8/25","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=139&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=139&alg=38&tournament=541703","Centralia, MO"
"139","North Callaway High School","Volleyball Girls","57","Varsity","8/25","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=139&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=139&alg=57&tournament=541957","Centralia, MO"
"152","Osage High School","Softball Fall Season","38","Varsity","8/25","","","Jamboree (Southern Boone, Osage, Linn)","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=152&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=152&alg=38&tournament=551776","Ashland, MO"
"152","Osage High School","Volleyball Girls","57","Varsity","8/25","5:00 pm","","Hillcrest Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=152&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=152&alg=57&tournament=585406",""
"152","Osage High School","Volleyball Girls","57","Varsity","⤷ 8/25","TBD","","Hillcrest","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=152&alg=57","https://www.mshsaa.org/MySchool/Matchup.aspx?s=152&alg=57&comp=2758791","636 Hwy 42, Osage Beach, MO 65065-5301"
"152","Osage High School","Volleyball Girls","57","Varsity","⤷ 8/25","TBD","","Bolivar","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=152&alg=57","https://www.mshsaa.org/MySchool/Matchup.aspx?s=152&alg=57&comp=2758792","636 Hwy 42, Osage Beach, MO 65065-5301"
"152","Osage High School","Volleyball Girls","57","Varsity","⤷ 8/25","TBD","","Buffalo","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=152&alg=57","https://www.mshsaa.org/MySchool/Matchup.aspx?s=152&alg=57&comp=2758793","636 Hwy 42, Osage Beach, MO 65065-5301"
"430","Russellville High School","Volleyball Girls","57","Varsity","8/25","5:00 pm","","Russellville Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=430&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=430&alg=57&tournament=584789","13600 Hwy C Russellville, MO 65074"
"430","Russellville High School","Volleyball Girls","57","Varsity","⤷ 8/25","TBD","","Versailles","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=430&alg=57","https://www.mshsaa.org/MySchool/Matchup.aspx?s=430&alg=57&comp=2757725","Russellville High School, Russellville, MO"
"430","Russellville High School","Volleyball Girls","57","Varsity","⤷ 8/25","TBD","","Tipton","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=430&alg=57","https://www.mshsaa.org/MySchool/Matchup.aspx?s=430&alg=57&comp=2757726","Russellville High School, Russellville, MO"
"194","Smith-Cotton High School","Softball Fall Season","38","Varsity","8/25","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=194&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=194&alg=38&tournament=592098",""
"194","Smith-Cotton High School","Volleyball Girls","57","Varsity","8/25","","","Eldo-SmithCotton-Camdenton Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=194&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=194&alg=57&tournament=548482","Camdenton, MO"
"197","South Callaway High School","Softball Fall Season","38","Varsity","8/25","","","New Bloomfield Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=197&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=197&alg=38&tournament=574493","New Bloomfield, MO"
"2","Southern Boone High School","Softball Fall Season","38","Varsity","8/25","4:00 pm","","Jamboree (Southern Boone, Osage, Linn)","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=2&alg=38","https://www.mshsaa.org/MySchool/Tournament.aspx?s=2&alg=38&tournament=550727","Ashland, MO"
"474","Tipton High School","Volleyball Girls","57","Varsity","8/25","","","Russellville Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=474&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=474&alg=57&tournament=585189","Russellville, MO"
"485","Versailles High School","Volleyball Girls","57","Varsity","8/25","","","Russellville Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=485&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=485&alg=57&tournament=584808","Russellville, MO"
"217","Blair Oaks High School","Volleyball Girls","57","Varsity","8/26","","","Rock Bridge Volleyball Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=217&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=217&alg=57&tournament=545737","Columbia, MO"
"1540","Capital City High School","Volleyball Girls","57","Varsity","8/26","","","Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=1540&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=1540&alg=57&tournament=547988","Warrenton, MO"
"85","Hickman High School","Volleyball Girls","57","Varsity","8/26","","","Rock Bridge Volleyball Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=85&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=85&alg=57&tournament=569702","Columbia, MO"
"578","Rock Bridge High School","Volleyball Girls","57","Varsity","8/26","5:30 pm","","Rock Bridge Volleyball Jamboree","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=578&alg=57","https://www.mshsaa.org/MySchool/Tournament.aspx?s=578&alg=57&tournament=569211","4303 South Providence Road Columbia, MO 65203"
"578","Rock Bridge High School","Volleyball Girls","57","Varsity","⤷ 8/26","TBD","","Blair Oaks","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=578&alg=57","https://www.mshsaa.org/MySchool/Matchup.aspx?s=578&alg=57&comp=2709431","Rock Bridge High School, Columbia, MO"
"578","Rock Bridge High School","Volleyball Girls","57","Varsity","⤷ 8/26","TBD","","Hickman","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=578&alg=57","https://www.mshsaa.org/MySchool/Matchup.aspx?s=578&alg=57&comp=2709432","Rock Bridge High School, Columbia, MO"
"578","Rock Bridge High School","Volleyball Girls","57","Varsity","⤷ 8/26","TBD","","Southern Boone","tournament","https://www.mshsaa.org/MySchool/Schedule.aspx?s=578&alg=57","https://www.mshsaa.org/MySchool/Matchup.aspx?s=578&alg=57&comp=2709433","Rock Bridge High School, Columbia, MO"
